ENDPOS4 (UnityEngine.Transform),1,Controller (right),5.322222
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),9.855556
ENDPOS5 (UnityEngine.Transform),1,Controller (right),14.97778
ENDPOS2 (UnityEngine.Transform),1.75,ENDPOS2,18.43333
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),23.21111
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),26.7
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),31.71111
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),36.24445
ENDPOS4 (UnityEngine.Transform),1,Controller (right),41.53333
ENDPOS5 (UnityEngine.Transform),1.75,ENDPOS5,45.45555
ENDPOS4 (UnityEngine.Transform),1.5,ENDPOS4,47.84444
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,50.98889
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),54.67778
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),57.94445
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,62.05556
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,64.47778
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),67.77778
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),71.81111
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),75.07778
ENDPOS3 (UnityEngine.Transform),1.75,Controller (right),79.12222
ENDPOS1 (UnityEngine.Transform),1,Controller (right),82.41111
ENDPOS1 (UnityEngine.Transform),2,Controller (right),85.03333
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),89.07778
ENDPOS2 (UnityEngine.Transform),1.5,ENDPOS2,94.01112
ENDPOS3 (UnityEngine.Transform),1,Controller (right),97.97778
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,101.5111
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),106.3889
ENDPOS4 (UnityEngine.Transform),1,Controller (right),108.9111
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),112.9222
ENDPOS2 (UnityEngine.Transform),1.75,ENDPOS2,115.3
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),117.5
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,121.4111
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),123.7556
ENDPOS2 (UnityEngine.Transform),1,Controller (right),128.7778
ENDPOS4 (UnityEngine.Transform),1.75,ENDPOS4,132.2111
ENDPOS5 (UnityEngine.Transform),2,ENDPOS5,135.9556
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),139.2778
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),142.9667
ENDPOS2 (UnityEngine.Transform),1.5,ENDPOS2,145.6667
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,149.7
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),153.1667
ENDPOS2 (UnityEngine.Transform),1,Controller (right),155.5889
ENDPOS4 (UnityEngine.Transform),1.25,Controller (right),158.3889
ENDPOS5 (UnityEngine.Transform),2,Controller (right),161.2556
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),165.2333
ENDPOS3 (UnityEngine.Transform),1.75,Controller (right),169.7
ENDPOS2 (UnityEngine.Transform),2,ENDPOS2,172.3222
ENDPOS2 (UnityEngine.Transform),1.75,Controller (right),176.0556
ENDPOS2 (UnityEngine.Transform),2,ENDPOS2,179.4444
ENDPOS4 (UnityEngine.Transform),1.5,ENDPOS4,181.9444
ENDPOS5 (UnityEngine.Transform),1,Controller (right),186.7222
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,190.6111
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),194.1222
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),198.7
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),203
ENDPOS3 (UnityEngine.Transform),2,ENDPOS3,205.8889
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),210.9222
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),213.4333
ENDPOS1 (UnityEngine.Transform),1.25,Controller (right),217.1778
ENDPOS1 (UnityEngine.Transform),2,ENDPOS1,221.3778
ENDPOS1 (UnityEngine.Transform),1,Controller (right),224.1667
ENDPOS3 (UnityEngine.Transform),1.75,ENDPOS3,228.6889
ENDPOS2 (UnityEngine.Transform),1.5,ENDPOS2,231.2444
ENDPOS5 (UnityEngine.Transform),2,ENDPOS5,234.8445
ENDPOS3 (UnityEngine.Transform),1.75,Controller (right),237.6667
ENDPOS2 (UnityEngine.Transform),2,ENDPOS2,239.6445
ENDPOS5 (UnityEngine.Transform),1,Controller (right),243.9667
ENDPOS1 (UnityEngine.Transform),2,Controller (right),247.9778
ENDPOS3 (UnityEngine.Transform),1.5,Controller (right),250.1778
ENDPOS1 (UnityEngine.Transform),1,Controller (right),254.9
ENDPOS2 (UnityEngine.Transform),1,Controller (right),258.9111
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,263.3667
ENDPOS4 (UnityEngine.Transform),1.75,Controller (right),268.3667
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),272.9667
ENDPOS5 (UnityEngine.Transform),1,Controller (right),276.3
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),280.2333
ENDPOS2 (UnityEngine.Transform),1,Controller (right),283.2444
ENDPOS5 (UnityEngine.Transform),1.75,Controller (right),286.2222
ENDPOS4 (UnityEngine.Transform),1.5,ENDPOS4,288.7778
ENDPOS4 (UnityEngine.Transform),1.5,ENDPOS4,292.9556
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),295.2333
ENDPOS5 (UnityEngine.Transform),1.5,Controller (right),299.1778
ENDPOS1 (UnityEngine.Transform),1.75,Controller (right),302.1889
ENDPOS2 (UnityEngine.Transform),1.25,Controller (right),306.3222
ENDPOS2 (UnityEngine.Transform),1.75,ENDPOS2,310.0778
ENDPOS1 (UnityEngine.Transform),2,Controller (right),312.7556
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),317.3222
ENDPOS3 (UnityEngine.Transform),1,Controller (right),321.5667
ENDPOS3 (UnityEngine.Transform),1,Controller (right),325.9889
ENDPOS3 (UnityEngine.Transform),1.25,Controller (right),328.9
ENDPOS3 (UnityEngine.Transform),1,Controller (right),333.3222
ENDPOS4 (UnityEngine.Transform),1,Controller (right),335.7444
ENDPOS1 (UnityEngine.Transform),1,Controller (right),337.8889
ENDPOS5 (UnityEngine.Transform),1.25,Controller (right),340.8556
ENDPOS1 (UnityEngine.Transform),1.75,ENDPOS1,345.3222
ENDPOS5 (UnityEngine.Transform),2,Controller (right),349.1333
ENDPOS2 (UnityEngine.Transform),2,ENDPOS2,353.7111
ENDPOS1 (UnityEngine.Transform),1.5,Controller (right),356.0445
ENDPOS2 (UnityEngine.Transform),1.5,Controller (right),359.3667
ENDPOS4 (UnityEngine.Transform),2,ENDPOS4,363.6333
